Site,StationCode,DateSampled,ActivityType,ComponentShort,ComponentLong,Result,Remark,Units,MDL,PQL,MRL,Dilution,DateReceived,DateAnalyzed,TestComments,AnalysisMethod,Lab ID,Lab Accreditation Authority,Laboratory,RQ#,EnteredBy,EnteredOn,CheckedBy,CheckedOn
PELLICER CREEK,gtmpcnut2.1,3/4/2019 9:30,SAMPLE,W-NO2NO3-F,NO2NO3-N,0.017,NA,mg N/L,0.004,0.01,,,3/6/2019 10:25,3/14/2019 11:12,,EPA 353.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-02-25-02,Shannon Dunnigan,4/26/2019,,
Pellicer Creek,gtmpcnut2.1,3/4/2019 9:30,SAMPLE,W-S-A-TP,Total-P,0.069,NA,mg P/L,0.004,0.01,,,3/6/2019 10:25,3/14/2019 16:10,,EPA 365.1 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-02-25-02,Shannon Dunnigan,4/26/2019,,
Pellicer Creek,gtmpcnut2.1,3/4/2019 9:30,SAMPLE,CHLSUITE-W,"Chlorophyll-a, Corrected",4.1,Q,ug/L,1.2,3.8,,,3/6/2019 10:25,3/15/2019 10:35,Precision data is not available for at least one component due to the small amount of analyte in the QC sample. Refer to QA report for available precision data.,SM 10200 H (mod.),E31780,NELAP,FloridaDEP,RQ-2019-02-25-02,Shannon Dunnigan,4/26/2019,,
Pellicer Creek,gtmpcnut2.1,3/4/2019 9:30,SAMPLE,CHLSUITE-W,"Chlorophyll-a, Uncorrected",5.8,Q,ug/L,0.9,2.7,,,3/6/2019 10:25,3/15/2019 10:35,Precision data is not available for at least one component due to the small amount of analyte in the QC sample. Refer to QA report for available precision data.,SM 10200 H (mod.),E31780,NELAP,FloridaDEP,RQ-2019-02-25-02,Shannon Dunnigan,4/26/2019,,
Pellicer Creek,gtmpcnut2.1,3/4/2019 9:30,SAMPLE,CHLSUITE-W,Phaeophytin-a,2.6,IQ,ug/L,1.4,4,,,3/6/2019 10:25,3/15/2019 10:35,Precision data is not available for at least one component due to the small amount of analyte in the QC sample. Refer to QA report for available precision data.,SM 10200 H (mod.),E31780,NELAP,FloridaDEP,RQ-2019-02-25-02,Shannon Dunnigan,4/26/2019,,
Pellicer Creek,gtmpcnut2.1,3/4/2019 9:30,SAMPLE,W-DOC,Organic Carbon,12,NA,mg C/L,1,2,,,3/6/2019 10:25,3/16/2019 11:49,,SM 5310 B-00,E31780,NELAP,FloridaDEP,RQ-2019-02-25-02,Shannon Dunnigan,4/26/2019,,
Pellicer Creek,gtmpcnut2.10,3/5/2019 8:00,SAMPLE,W-NO2-F,Nitrite-N,0.005,I,mg N/L,0.002,0.005,,,3/6/2019 10:25,3/6/2019 14:29,,EPA 353.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-02-25-02,Shannon Dunnigan,4/26/2019,,
Pellicer Creek,gtmpcnut2.10,3/5/2019 8:00,SAMPLE,W-NO3-F,Nitrate-N,0.02,NA,mg N/L,0.004,0.01,,,3/6/2019 10:25,3/6/2019 14:29,,EPA 353.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-02-25-02,Shannon Dunnigan,4/26/2019,,
Pellicer Creek,gtmpcnut2.10,3/5/2019 8:00,SAMPLE,W-PO4-F,O-Phosphate-P,0.04,NA,mg P/L,0.004,0.01,,,3/6/2019 10:25,3/6/2019 19:30,,EPA 365.1 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-02-25-02,Shannon Dunnigan,4/26/2019,,
Pellicer Creek,gtmpcnut2.10,3/5/2019 8:00,SAMPLE,FCOLI-MF,Fecal Coliforms-Membrane Filter,64,JQ,cfu/100 mL,2,2,,,3/6/2019 10:25,3/7/2019 14:20,See Non-Conformance Report # 7565.,SM 9222 D,E31780,NELAP,FloridaDEP,RQ-2019-02-25-02,Shannon Dunnigan,4/26/2019,,
Pellicer Creek,gtmpcnut2.10,3/5/2019 8:00,SAMPLE,W-TSS,TSS,13,NA,mg/L,3,10,,,3/6/2019 10:25,3/8/2019 17:48,,SM 2540 D-97,E31780,NELAP,FloridaDEP,RQ-2019-02-25-02,Shannon Dunnigan,4/26/2019,,
Pellicer Creek,gtmpcnut2.10,3/5/2019 8:00,SAMPLE,W-NH3-F,Ammonia-N,0.037,NA,mg N/L,0.002,0.005,,,3/6/2019 10:25,3/12/2019 11:56,,EPA 350.1 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-02-25-02,Shannon Dunnigan,4/26/2019,,
Pellicer Creek,gtmpcnut2.10,3/5/2019 8:00,SAMPLE,W-TKN,Kjeldahl Nitrogen,0.5,NA,mg N/L,0.16,0.4,,,3/6/2019 10:25,3/13/2019 13:09,,EPA 351.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-02-25-02,Shannon Dunnigan,4/26/2019,,
PELLICER CREEK,gtmpcnut2.10,3/5/2019 8:00,SAMPLE,W-NO2NO3-F,NO2NO3-N,0.025,NA,mg N/L,0.004,0.01,,,3/6/2019 10:25,3/14/2019 11:34,,EPA 353.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-02-25-02,Shannon Dunnigan,4/26/2019,,
Pellicer Creek,gtmpcnut2.10,3/5/2019 8:00,SAMPLE,W-S-A-TP,Total-P,0.072,NA,mg P/L,0.004,0.01,,,3/6/2019 10:25,3/14/2019 16:27,,EPA 365.1 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-02-25-02,Shannon Dunnigan,4/26/2019,,
Pellicer Creek,gtmpcnut2.10,3/5/2019 8:00,SAMPLE,CHLSUITE-W,"Chlorophyll-a, Corrected",3.7,I,ug/L,1.6,5.1,,,3/6/2019 10:25,3/18/2019 16:20,,SM 10200 H (mod.),E31780,NELAP,FloridaDEP,RQ-2019-02-25-02,Shannon Dunnigan,4/26/2019,,
Pellicer Creek,gtmpcnut2.10,3/5/2019 8:00,SAMPLE,CHLSUITE-W,"Chlorophyll-a, Uncorrected",4.5,NA,ug/L,1.2,3.6,,,3/6/2019 10:25,3/18/2019 16:20,,SM 10200 H (mod.),E31780,NELAP,FloridaDEP,RQ-2019-02-25-02,Shannon Dunnigan,4/26/2019,,
Pellicer Creek,gtmpcnut2.10,3/5/2019 8:00,SAMPLE,CHLSUITE-W,Phaeophytin-a,1.8,U,ug/L,1.8,5.4,,,3/6/2019 10:25,3/18/2019 16:20,,SM 10200 H (mod.),E31780,NELAP,FloridaDEP,RQ-2019-02-25-02,Shannon Dunnigan,4/26/2019,,
Pellicer Creek,gtmpcnut2.10,3/5/2019 8:00,SAMPLE,W-DOC,Organic Carbon,16,NA,mg C/L,1,2,,,3/6/2019 10:25,3/19/2019 6:16,,SM 5310 B-00,E31780,NELAP,FloridaDEP,RQ-2019-02-25-02,Shannon Dunnigan,4/26/2019,,
Pellicer Creek,gtmpcnut2.11,3/5/2019 10:30,SAMPLE,W-NO2-F,Nitrite-N,0.003,I,mg N/L,0.002,0.005,,,3/6/2019 10:25,3/6/2019 14:30,,EPA 353.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-02-25-02,Shannon Dunnigan,4/26/2019,,
Pellicer Creek,gtmpcnut2.11,3/5/2019 10:30,SAMPLE,W-NO3-F,Nitrate-N,0.011,NA,mg N/L,0.004,0.01,,,3/6/2019 10:25,3/6/2019 14:30,,EPA 353.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-02-25-02,Shannon Dunnigan,4/26/2019,,
Pellicer Creek,gtmpcnut2.11,3/5/2019 10:30,SAMPLE,W-PO4-F,O-Phosphate-P,0.026,NA,mg P/L,0.004,0.01,,,3/6/2019 10:25,3/6/2019 19:31,,EPA 365.1 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-02-25-02,Shannon Dunnigan,4/26/2019,,
Pellicer Creek,gtmpcnut2.11,3/5/2019 10:30,SAMPLE,FCOLI-MF,Fecal Coliforms-Membrane Filter,48,JQ,cfu/100 mL,2,2,,,3/6/2019 10:25,3/7/2019 14:20,See Non-Conformance Report # 7565.,SM 9222 D,E31780,NELAP,FloridaDEP,RQ-2019-02-25-02,Shannon Dunnigan,4/26/2019,,
Pellicer Creek,gtmpcnut2.11,3/5/2019 10:30,SAMPLE,W-TSS,TSS,19,AJ,mg/L,3,10,,,3/6/2019 10:25,3/8/2019 17:48,Refer to the narrative for an explanation of QC Codes.,SM 2540 D-97,E31780,NELAP,FloridaDEP,RQ-2019-02-25-02,Shannon Dunnigan,4/26/2019,,
Pellicer Creek,gtmpcnut2.11,3/5/2019 10:30,SAMPLE,W-NH3-F,Ammonia-N,0.024,NA,mg N/L,0.002,0.005,,,3/6/2019 10:25,3/12/2019 11:57,,EPA 350.1 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-02-25-02,Shannon Dunnigan,4/26/2019,,
Pellicer Creek,gtmpcnut2.11,3/5/2019 10:30,SAMPLE,W-TKN,Kjeldahl Nitrogen,0.44,NA,mg N/L,0.16,0.4,,,3/6/2019 10:25,3/13/2019 13:11,,EPA 351.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-02-25-02,Shannon Dunnigan,4/26/2019,,
PELLICER CREEK,gtmpcnut2.11,3/5/2019 10:30,SAMPLE,W-NO2NO3-F,NO2NO3-N,0.014,NA,mg N/L,0.004,0.01,,,3/6/2019 10:25,3/14/2019 11:35,,EPA 353.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-02-25-02,Shannon Dunnigan,4/26/2019,,
Pellicer Creek,gtmpcnut2.11,3/5/2019 10:30,SAMPLE,W-S-A-TP,Total-P,0.063,NA,mg P/L,0.004,0.01,,,3/6/2019 10:25,3/14/2019 16:35,,EPA 365.1 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-02-25-02,Shannon Dunnigan,4/26/2019,,
Pellicer Creek,gtmpcnut2.11,3/5/2019 10:30,SAMPLE,CHLSUITE-W,"Chlorophyll-a, Corrected",5.9,NA,ug/L,1.6,5.1,,,3/6/2019 10:25,3/18/2019 16:20,,SM 10200 H (mod.),E31780,NELAP,FloridaDEP,RQ-2019-02-25-02,Shannon Dunnigan,4/26/2019,,
Pellicer Creek,gtmpcnut2.11,3/5/2019 10:30,SAMPLE,CHLSUITE-W,"Chlorophyll-a, Uncorrected",7.5,NA,ug/L,1.2,3.6,,,3/6/2019 10:25,3/18/2019 16:20,,SM 10200 H (mod.),E31780,NELAP,FloridaDEP,RQ-2019-02-25-02,Shannon Dunnigan,4/26/2019,,
Pellicer Creek,gtmpcnut2.11,3/5/2019 10:30,SAMPLE,CHLSUITE-W,Phaeophytin-a,2.4,I,ug/L,1.8,5.4,,,3/6/2019 10:25,3/18/2019 16:20,,SM 10200 H (mod.),E31780,NELAP,FloridaDEP,RQ-2019-02-25-02,Shannon Dunnigan,4/26/2019,,
Pellicer Creek,gtmpcnut2.11,3/5/2019 10:30,SAMPLE,W-DOC,Organic Carbon,10,NA,mg C/L,1,2,,,3/6/2019 10:25,3/19/2019 6:29,,SM 5310 B-00,E31780,NELAP,FloridaDEP,RQ-2019-02-25-02,Shannon Dunnigan,4/26/2019,,
Pellicer Creek,gtmpcnut2.2,3/4/2019 12:00,SAMPLE,W-NO2-F,Nitrite-N,0.004,IQ,mg N/L,0.002,0.005,,,3/6/2019 10:25,3/6/2019 14:13,Nitrite-N: The sample expired upon receipt.,EPA 353.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-02-25-02,Shannon Dunnigan,4/26/2019,,
Pellicer Creek,gtmpcnut2.2,3/4/2019 12:00,SAMPLE,W-NO3-F,Nitrate-N,0.014,Q,mg N/L,0.004,0.01,,,3/6/2019 10:25,3/6/2019 14:13,Nitrate-N: The sample expired upon receipt.,EPA 353.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-02-25-02,Shannon Dunnigan,4/26/2019,,
Pellicer Creek,gtmpcnut2.2,3/4/2019 12:00,SAMPLE,W-PO4-F,O-Phosphate-P,0.034,Q,mg P/L,0.004,0.01,,,3/6/2019 10:25,3/6/2019 19:26,O-Phosphate-P: The sample expired upon receipt.,EPA 365.1 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-02-25-02,Shannon Dunnigan,4/26/2019,,
Pellicer Creek,gtmpcnut2.2,3/4/2019 12:00,SAMPLE,FCOLI-MF,Fecal Coliforms-Membrane Filter,74,JQ,cfu/100 mL,2,2,,,3/6/2019 10:25,3/7/2019 12:10,See Non-Conformance Report # 7565.,SM 9222 D,E31780,NELAP,FloridaDEP,RQ-2019-02-25-02,Shannon Dunnigan,4/26/2019,,
Pellicer Creek,gtmpcnut2.2,3/4/2019 12:00,SAMPLE,W-TSS,TSS,14,NA,mg/L,3,10,,,3/6/2019 10:25,3/8/2019 17:48,,SM 2540 D-97,E31780,NELAP,FloridaDEP,RQ-2019-02-25-02,Shannon Dunnigan,4/26/2019,,
Pellicer Creek,gtmpcnut2.2,3/4/2019 12:00,SAMPLE,W-NH3-F,Ammonia-N,0.035,NA,mg N/L,0.002,0.005,,,3/6/2019 10:25,3/11/2019 13:03,,EPA 350.1 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-02-25-02,Shannon Dunnigan,4/26/2019,,
Pellicer Creek,gtmpcnut2.2,3/4/2019 12:00,SAMPLE,W-TKN,Kjeldahl Nitrogen,0.48,NA,mg N/L,0.16,0.4,,,3/6/2019 10:25,3/13/2019 15:59,,EPA 351.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-02-25-02,Shannon Dunnigan,4/26/2019,,
PELLICER CREEK,gtmpcnut2.2,3/4/2019 12:00,SAMPLE,W-NO2NO3-F,NO2NO3-N,0.018,NA,mg N/L,0.004,0.01,,,3/6/2019 10:25,3/14/2019 11:19,,EPA 353.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-02-25-02,Shannon Dunnigan,4/26/2019,,
Pellicer Creek,gtmpcnut2.2,3/4/2019 12:00,SAMPLE,W-S-A-TP,Total-P,0.069,NA,mg P/L,0.004,0.01,,,3/6/2019 10:25,3/14/2019 16:11,,EPA 365.1 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-02-25-02,Shannon Dunnigan,4/26/2019,,
Pellicer Creek,gtmpcnut2.2,3/4/2019 12:00,SAMPLE,CHLSUITE-W,"Chlorophyll-a, Corrected",4.2,I,ug/L,1.4,4.2,,,3/6/2019 10:25,3/15/2019 10:35,Precision data is not available for at least one component due to the small amount of analyte in the QC sample. Refer to QA report for available precision data.,SM 10200 H (mod.),E31780,NELAP,FloridaDEP,RQ-2019-02-25-02,Shannon Dunnigan,4/26/2019,,
Pellicer Creek,gtmpcnut2.2,3/4/2019 12:00,SAMPLE,CHLSUITE-W,"Chlorophyll-a, Uncorrected",5.3,NA,ug/L,1,3,,,3/6/2019 10:25,3/15/2019 10:35,Precision data is not available for at least one component due to the small amount of analyte in the QC sample. Refer to QA report for available precision data.,SM 10200 H (mod.),E31780,NELAP,FloridaDEP,RQ-2019-02-25-02,Shannon Dunnigan,4/26/2019,,
Pellicer Creek,gtmpcnut2.2,3/4/2019 12:00,SAMPLE,CHLSUITE-W,Phaeophytin-a,1.6,I,ug/L,1.5,4.5,,,3/6/2019 10:25,3/15/2019 10:35,Precision data is not available for at least one component due to the small amount of analyte in the QC sample. Refer to QA report for available precision data.,SM 10200 H (mod.),E31780,NELAP,FloridaDEP,RQ-2019-02-25-02,Shannon Dunnigan,4/26/2019,,
Pellicer Creek,gtmpcnut2.2,3/4/2019 12:00,SAMPLE,W-DOC,Organic Carbon,12,NA,mg C/L,1,2,,,3/6/2019 10:25,3/16/2019 12:15,,SM 5310 B-00,E31780,NELAP,FloridaDEP,RQ-2019-02-25-02,Shannon Dunnigan,4/26/2019,,
Pellicer Creek,gtmpcnut2.3,3/4/2019 14:30,SAMPLE,W-NO2-F,Nitrite-N,0.005,J,mg N/L,0.002,0.005,,,3/6/2019 10:25,3/6/2019 14:14,Nitrite-N:  Refer to the narrative for an explanation of QC Codes.,EPA 353.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-02-25-02,Shannon Dunnigan,4/26/2019,,
Pellicer Creek,gtmpcnut2.3,3/4/2019 14:30,SAMPLE,W-NO3-F,Nitrate-N,0.019,J,mg N/L,0.004,0.01,,,3/6/2019 10:25,3/6/2019 14:14,Nitrate-N: Result calculated from J-qualified Nitrite-N result.,EPA 353.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-02-25-02,Shannon Dunnigan,4/26/2019,,
Pellicer Creek,gtmpcnut2.3,3/4/2019 14:30,SAMPLE,W-PO4-F,O-Phosphate-P,0.043,Q,mg P/L,0.004,0.01,,,3/6/2019 10:25,3/6/2019 19:25,O-Phosphate-P: The sample expired upon receipt.,EPA 365.1 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-02-25-02,Shannon Dunnigan,4/26/2019,,
Pellicer Creek,gtmpcnut2.3,3/4/2019 14:30,SAMPLE,FCOLI-MF,Fecal Coliforms-Membrane Filter,74,JQ,cfu/100 mL,2,2,,,3/6/2019 10:25,3/7/2019 12:10,See Non-Conformance Report # 7565.,SM 9222 D,E31780,NELAP,FloridaDEP,RQ-2019-02-25-02,Shannon Dunnigan,4/26/2019,,
Pellicer Creek,gtmpcnut2.3,3/4/2019 14:30,SAMPLE,W-TSS,TSS,8,I,mg/L,3,10,,,3/6/2019 10:25,3/8/2019 17:48,,SM 2540 D-97,E31780,NELAP,FloridaDEP,RQ-2019-02-25-02,Shannon Dunnigan,4/26/2019,,
Pellicer Creek,gtmpcnut2.3,3/4/2019 14:30,SAMPLE,W-NH3-F,Ammonia-N,0.033,NA,mg N/L,0.002,0.005,,,3/6/2019 10:25,3/11/2019 13:05,,EPA 350.1 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-02-25-02,Shannon Dunnigan,4/26/2019,,
Pellicer Creek,gtmpcnut2.3,3/4/2019 14:30,SAMPLE,W-TKN,Kjeldahl Nitrogen,0.54,NA,mg N/L,0.16,0.4,,,3/6/2019 10:25,3/13/2019 16:01,,EPA 351.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-02-25-02,Shannon Dunnigan,4/26/2019,,
PELLICER CREEK,gtmpcnut2.3,3/4/2019 14:30,SAMPLE,W-NO2NO3-F,NO2NO3-N,0.024,NA,mg N/L,0.004,0.01,,,3/6/2019 10:25,3/14/2019 11:25,,EPA 353.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-02-25-02,Shannon Dunnigan,4/26/2019,,
Pellicer Creek,gtmpcnut2.3,3/4/2019 14:30,SAMPLE,W-S-A-TP,Total-P,0.071,NA,mg P/L,0.004,0.01,,,3/6/2019 10:25,3/14/2019 16:18,,EPA 365.1 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-02-25-02,Shannon Dunnigan,4/26/2019,,
Pellicer Creek,gtmpcnut2.3,3/4/2019 14:30,SAMPLE,CHLSUITE-W,"Chlorophyll-a, Corrected",3.8,I,ug/L,1.4,4.2,,,3/6/2019 10:25,3/15/2019 10:35,Laboratory duplicate result is 3.7 I for Chlorophyll-a Corrected and 1.5 U for Phaeophytin-a. Precision data is unavailable due to the small amount of analyte in the QC sample.,SM 10200 H (mod.),E31780,NELAP,FloridaDEP,RQ-2019-02-25-02,Shannon Dunnigan,4/26/2019,,
Pellicer Creek,gtmpcnut2.3,3/4/2019 14:30,SAMPLE,CHLSUITE-W,"Chlorophyll-a, Uncorrected",4.4,A,ug/L,1,3,,,3/6/2019 10:25,3/15/2019 10:35,Laboratory duplicate result is 3.7 I for Chlorophyll-a Corrected and 1.5 U for Phaeophytin-a. Precision data is unavailable due to the small amount of analyte in the QC sample.,SM 10200 H (mod.),E31780,NELAP,FloridaDEP,RQ-2019-02-25-02,Shannon Dunnigan,4/26/2019,,
Pellicer Creek,gtmpcnut2.3,3/4/2019 14:30,SAMPLE,CHLSUITE-W,Phaeophytin-a,1.5,U,ug/L,1.5,4.5,,,3/6/2019 10:25,3/15/2019 10:35,Laboratory duplicate result is 3.7 I for Chlorophyll-a Corrected and 1.5 U for Phaeophytin-a. Precision data is unavailable due to the small amount of analyte in the QC sample.,SM 10200 H (mod.),E31780,NELAP,FloridaDEP,RQ-2019-02-25-02,Shannon Dunnigan,4/26/2019,,
Pellicer Creek,gtmpcnut2.3,3/4/2019 14:30,SAMPLE,W-DOC,Organic Carbon,17,NA,mg C/L,1,2,,,3/6/2019 10:25,3/16/2019 12:31,,SM 5310 B-00,E31780,NELAP,FloridaDEP,RQ-2019-02-25-02,Shannon Dunnigan,4/26/2019,,
Pellicer Creek,gtmpcnut2.4,3/4/2019 17:00,SAMPLE,W-NO2-F,Nitrite-N,0.006,NA,mg N/L,0.002,0.005,,,3/6/2019 10:25,3/6/2019 14:19,,EPA 353.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-02-25-02,Shannon Dunnigan,4/26/2019,,
Pellicer Creek,gtmpcnut2.4,3/4/2019 17:00,SAMPLE,W-NO3-F,Nitrate-N,0.02,NA,mg N/L,0.004,0.01,,,3/6/2019 10:25,3/6/2019 14:19,,EPA 353.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-02-25-02,Shannon Dunnigan,4/26/2019,,
Pellicer Creek,gtmpcnut2.4,3/4/2019 17:00,SAMPLE,W-PO4-F,O-Phosphate-P,0.047,Q,mg P/L,0.004,0.01,,,3/6/2019 10:25,3/6/2019 19:27,O-Phosphate-P: The sample expired upon receipt.,EPA 365.1 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-02-25-02,Shannon Dunnigan,4/26/2019,,
Pellicer Creek,gtmpcnut2.4,3/4/2019 17:00,SAMPLE,FCOLI-MF,Fecal Coliforms-Membrane Filter,83,AJQ,cfu/100 mL,2,2,,,3/6/2019 10:25,3/7/2019 12:10,See Non-Conformance Report # 7565.,SM 9222 D,E31780,NELAP,FloridaDEP,RQ-2019-02-25-02,Shannon Dunnigan,4/26/2019,,
Pellicer Creek,gtmpcnut2.4,3/4/2019 17:00,SAMPLE,W-TSS,TSS,7,I,mg/L,2,10,,,3/6/2019 10:25,3/8/2019 15:41,,SM 2540 D-97,E31780,NELAP,FloridaDEP,RQ-2019-02-25-02,Shannon Dunnigan,4/26/2019,,
Pellicer Creek,gtmpcnut2.4,3/4/2019 17:00,SAMPLE,W-NH3-F,Ammonia-N,0.032,NA,mg N/L,0.002,0.005,,,3/6/2019 10:25,3/11/2019 12:45,,EPA 350.1 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-02-25-02,Shannon Dunnigan,4/26/2019,,
Pellicer Creek,gtmpcnut2.4,3/4/2019 17:00,SAMPLE,W-TKN,Kjeldahl Nitrogen,0.58,NA,mg N/L,0.16,0.4,,,3/6/2019 10:25,3/13/2019 16:02,,EPA 351.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-02-25-02,Shannon Dunnigan,4/26/2019,,
PELLICER CREEK,gtmpcnut2.4,3/4/2019 17:00,SAMPLE,W-NO2NO3-F,NO2NO3-N,0.026,NA,mg N/L,0.004,0.01,,,3/6/2019 10:25,3/14/2019 11:27,,EPA 353.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-02-25-02,Shannon Dunnigan,4/26/2019,,
Pellicer Creek,gtmpcnut2.4,3/4/2019 17:00,SAMPLE,W-S-A-TP,Total-P,0.071,NA,mg P/L,0.004,0.01,,,3/6/2019 10:25,3/14/2019 16:21,,EPA 365.1 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-02-25-02,Shannon Dunnigan,4/26/2019,,
Pellicer Creek,gtmpcnut2.4,3/4/2019 17:00,SAMPLE,W-DOC,Organic Carbon,18,NA,mg C/L,0.5,1,,,3/6/2019 10:25,3/15/2019 10:37,,SM 5310 B-00,E31780,NELAP,FloridaDEP,RQ-2019-02-25-02,Shannon Dunnigan,4/26/2019,,
Pellicer Creek,gtmpcnut2.4,3/4/2019 17:00,SAMPLE,CHLSUITE-W,"Chlorophyll-a, Corrected",4.1,NA,ug/L,0.62,1.9,,,3/6/2019 10:25,3/18/2019 16:20,,SM 10200 H (mod.),E31780,NELAP,FloridaDEP,RQ-2019-02-25-02,Shannon Dunnigan,4/26/2019,,
Pellicer Creek,gtmpcnut2.4,3/4/2019 17:00,SAMPLE,CHLSUITE-W,"Chlorophyll-a, Uncorrected",5.1,NA,ug/L,0.45,1.4,,,3/6/2019 10:25,3/18/2019 16:20,,SM 10200 H (mod.),E31780,NELAP,FloridaDEP,RQ-2019-02-25-02,Shannon Dunnigan,4/26/2019,,
Pellicer Creek,gtmpcnut2.4,3/4/2019 17:00,SAMPLE,CHLSUITE-W,Phaeophytin-a,1.4,I,ug/L,0.68,2,,,3/6/2019 10:25,3/18/2019 16:20,,SM 10200 H (mod.),E31780,NELAP,FloridaDEP,RQ-2019-02-25-02,Shannon Dunnigan,4/26/2019,,
Pellicer Creek,gtmpcnut2.5,3/4/2019 19:30,SAMPLE,W-NO2-F,Nitrite-N,0.005,NA,mg N/L,0.002,0.005,,,3/6/2019 10:25,3/6/2019 14:21,,EPA 353.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-02-25-02,Shannon Dunnigan,4/26/2019,,
Pellicer Creek,gtmpcnut2.5,3/4/2019 19:30,SAMPLE,W-NO3-F,Nitrate-N,0.019,NA,mg N/L,0.004,0.01,,,3/6/2019 10:25,3/6/2019 14:21,,EPA 353.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-02-25-02,Shannon Dunnigan,4/26/2019,,
Pellicer Creek,gtmpcnut2.5,3/4/2019 19:30,SAMPLE,W-PO4-F,O-Phosphate-P,0.042,NA,mg P/L,0.004,0.01,,,3/6/2019 10:25,3/6/2019 19:01,,EPA 365.1 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-02-25-02,Shannon Dunnigan,4/26/2019,,
Pellicer Creek,gtmpcnut2.5,3/4/2019 19:30,SAMPLE,FCOLI-MF,Fecal Coliforms-Membrane Filter,50,JQ,cfu/100 mL,2,2,,,3/6/2019 10:25,3/7/2019 14:20,See Non-Conformance Report # 7565.,SM 9222 D,E31780,NELAP,FloridaDEP,RQ-2019-02-25-02,Shannon Dunnigan,4/26/2019,,
Pellicer Creek,gtmpcnut2.5,3/4/2019 19:30,SAMPLE,W-TSS,TSS,17,NA,mg/L,3,10,,,3/6/2019 10:25,3/8/2019 17:48,,SM 2540 D-97,E31780,NELAP,FloridaDEP,RQ-2019-02-25-02,Shannon Dunnigan,4/26/2019,,
Pellicer Creek,gtmpcnut2.5,3/4/2019 19:30,SAMPLE,W-NH3-F,Ammonia-N,0.028,NA,mg N/L,0.002,0.005,,,3/6/2019 10:25,3/11/2019 12:47,,EPA 350.1 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-02-25-02,Shannon Dunnigan,4/26/2019,,
Pellicer Creek,gtmpcnut2.5,3/4/2019 19:30,SAMPLE,W-TKN,Kjeldahl Nitrogen,0.58,NA,mg N/L,0.16,0.4,,,3/6/2019 10:25,3/13/2019 16:04,,EPA 351.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-02-25-02,Shannon Dunnigan,4/26/2019,,
PELLICER CREEK,gtmpcnut2.5,3/4/2019 19:30,SAMPLE,W-NO2NO3-F,NO2NO3-N,0.024,NA,mg N/L,0.004,0.01,,,3/6/2019 10:25,3/14/2019 11:28,,EPA 353.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-02-25-02,Shannon Dunnigan,4/26/2019,,
